Lexem,Genus,Worttrennung,IPA,Silbenzahl
Abdeckerin,f,Ab·de·cke·rin,ˈapˌdɛkəʁɪn,4
Abdeckfarbe,f,Ab·deck·far·be,ˈapdɛkˌfaʁbə,4
Abdeckmaterial,n,Ab·deck·ma·te·ri·al,ˈapdɛkmateˌʁi̯aːl,6
Abdeckplane,f,Ab·deck·pla·ne,ˈapdɛkˌplaːnə,4
Abdeckplatte,f,Ab·deck·plat·te,ˈapdɛkˌplatə,4
Abdecktest,m,Ab·deck·test,ˈapdɛkˌtɛst,3
Abdeckung,f,Ab·de·ckung,ˈapˌdɛkʊŋ,3
Abderit,m,Ab·de·rit,apdeˈʁiːt,3
Abdestillation,f,Ab·des·til·la·ti·on,ˈapdɛstɪlaˌt͡si̯oːn,6
Abdichtung,f,Ab·dich·tung,ˈapˌdɪçtʊŋ,3
Abdikation,f,Ab·di·ka·ti·on,ˌapdikaˈt͡si̯oːn,5
Abdingbarkeit,f,Ab·ding·bar·keit,,4
Abdisposition,f,Ab·dis·po·si·ti·on,apdɪspoziˈt͡si̯oːn,6
Abditorium,n,Ab·di·to·ri·um,apdiˈtoːʁiʊm,5
Abdomen,n,Ab·do·men,ˌapˈdoːmən,3
Abdominalgravidität,f,Ab·do·mi·nal·gra·vi·di·tät,apˌdomiˈnaːlɡʁavidiˌtɛːt,8
Abdominalhernie,f,Ab·do·mi·nal·her·nie,apdomiˈnaːlˌhɛʁniə,6
Abdominoskopie,f,Ab·do·mi·no·s·ko·pie,apˌdominoskoˈpiː,7
Abdrehen,n,Ab·dre·hen,ˈapˌdʁeːən,3
Abdrift,f,Ab·drift,ˈapdʁɪft,2
Abdruck,m,Ab·druck,ˈapˌdʁʊk,2
Abducens,m,Ab·du·cens,apˈduːt͡sɛns,3
Abduktion,f,Ab·duk·ti·on,ˌapdʊkˈt͡si̯oːn,4
Abduktor,m,Ab·duk·tor,apˈdʊktoːɐ̯,3
Abduzens,m,Ab·du·zens,apˈduːt͡sɛns,3
Abduzenslähmung,f,Ab·du·zens·läh·mung,apˈduːt͡sensˌlɛːmʊŋ,5
Abece,n,Abe·ce,ˌaːˌbeːˈt͡seː,2
Abecebuch,n,Abe·ce·buch,ˌaːˌbeːˈt͡seːˌbuːx,3
Abecedarier,m,Abe·ce·da·ri·er,abet͡seˈdaːʁiɐ,5
Abecedarium,n,Abe·ce·da·ri·um,abet͡seˈdaːʁiʊm,5
Abecedarius,m,Abe·ce·da·ri·us,abet͡seˈdaːʁiʊs,5
Abee,mn,Abee,aˈbeː,1
Abelespiele,,Abe·le·spie·le,ˈaːbələˌʃpiːlə,4
Abelie,f,Abe·lie,aˈbeːljə,2
Abelmoschus,m,Abel·mo·schus,ˌaːbl̩ˈmɔʃʊs,3
Abenaki,mn,Abe·na·ki,,3
Abend,m,Abend,ˈaːbn̩t,1
Abend-Make-up,n,Abend-Make-up,ˈaːbn̩tˌmɛɪ̯kʔap,3
Abendakademie,f,Abend·aka·de·mie,ˈaːbn̩tʔakadeˌmiː,4
Abendandacht,f,Abend·an·dacht,ˈaːbəntˌʔandaxt,3
Abendanfrage,f,Abend·an·fra·ge,ˈaːbn̩tˌʔanfʁaːɡə,4
Abendanzug,m,Abend·an·zug,ˈaːbn̩tʔanˌt͡suːk,3
Abendausgabe,f,Abend·aus·ga·be,ˈaːbn̩tˌʔaʊ̯sɡaːbə,4
Abendblatt,n,Abend·blatt,ˈaːbn̩tˌblat,2
Abendbrot,n,Abend·brot,ˈaːbn̩tˌbʁoːt,2
Abendbrottisch,m,Abend·brot·tisch,ˈaːbn̩tbʁoːtˌtɪʃ,3
Abendbrotzeit,f,Abend·brot·zeit,ˈaːbn̩tbʁoːtˌt͡saɪ̯t,3
Abendbummel,m,Abend·bum·mel,ˈaːbəntˌbʊməl,3
Abenddämmerung,f,Abend·däm·me·rung,ˈaːbn̩tˌdɛməʁʊŋ,4
Abendempfang,m,Abend·emp·fang,ˈaːbn̩tʔɛmˌp͡faŋ,3
Abendessen,n,Abend·es·sen,ˈaːbn̩tˌʔɛsn̩,3
Abendfriede,m,Abend·frie·de,ˈaːbn̩tˌfʁiːdə,3
Abendfrieden,m,Abend·frie·den,ˈaːbn̩tˌfʁiːdn̩,3
Abendgarderobe,f,Abend·gar·de·ro·be,ˈaːbn̩tɡaʁdəˌʁoːbə,5
Abendgebet,n,Abend·ge·bet,ˈaːbn̩tɡəˌbeːt,3
Abendgesellschaft,f,Abend·ge·sell·schaft,ˈaːbn̩tɡəˌzɛlʃaft,4
Abendgottesdienst,m,Abend·got·tes·dienst,ˈaːbn̩tˌɡɔtəsdiːnst,4
Abendgymnasium,n,Abend·gym·na·si·um,ˈaːbn̩tɡʏmˌnaːzi̯ʊm,5
Abendhimmel,m,Abend·him·mel,ˈaːbn̩tˌhɪml̩,3
Abendkasse,f,Abend·kas·se,ˈaːbn̩tˌkasə,3
Abendkleid,n,Abend·kleid,ˈaːbn̩tˌklaɪ̯t,2
Abendkurs,m,Abend·kurs,ˈaːbn̩tˌkʊʁs,2
Abendland,n,Abend·land,ˈaːbn̩tlant,2
Abendlicht,n,Abend·licht,ˈaˌbn̩tˌlɪçt,2
Abendlied,n,Abend·lied,ˈaːbn̩tˌliːt,2
Abendluft,f,Abend·luft,ˈaːbəntˌlʊft,2
Abendländer,m,Abend·län·der,ˈaːbn̩tˌlɛndɐ,3
Abendmahl,n,Abend·mahl,ˈaːbn̩tˌmaːl,2
Abendmahlsfeier,f,Abend·mahls·fei·er,ˈaːbn̩tmaːlsˌfaɪ̯ɐ,4
Abendmahlsgemeinschaft,f,Abend·mahls·ge·mein·schaft,ˈaːbəntmaːlsɡəˌmaɪ̯nʃaft,5
Abendmahlsspiel,n,Abend·mahls·spiel,ˈaːbn̩tmaːlsˌʃpiːl,3
Abendmahlsstreit,m,Abend·mahls·streit,ˈaːbn̩tmaːlsˌʃtʁaɪ̯t,3
Abendmahlswein,m,Abend·mahls·wein,ˈaːbn̩tmaːlsˌvaɪ̯n,3
Abendmahlzeit,f,Abend·mahl·zeit,ˈaːbəntˌmaːlt͡saɪ̯t,3
Abendmesse,f,Abend·mes·se,ˈaːbn̩tˌmɛsə,3
Abendmusik,f,Abend·mu·sik,ˈaːbn̩tmuˌziːk,3
Abendnachrichten,,Abend·nach·rich·ten,ˈaːbn̩tˌnaːxʁɪçtn̩,4
Abendnebel,m,Abend·ne·bel,ˈaːbn̩tˌneːbl̩,3
Abendprogramm,n,Abend·pro·gramm,ˈaːbn̩tpʁoˌɡʁam,3
Abendpunkt,m,Abend·punkt,ˈaːbn̩tˌpʊŋkt,2
Abendrot,n,Abend·rot,ˈaːbn̩tˌʁoːt,2
Abendröte,f,Abend·rö·te,ˈaːbn̩tˌʁøːtə,3
Abendschule,f,Abend·schu·le,ˈaːbn̩tˌʃuːlə,3
Abendschüler,m,Abend·schü·ler,ˈaːbn̩tˌʃyːlɐ,3
Abendschülerin,f,Abend·schü·le·rin,ˈaːbn̩tˌʃyːləʁɪn,4
Abendshow,f,Abend·show,ˈaːbn̩tˌʃɔʊ̯,2
Abendsonne,f,Abend·son·ne,ˈaːbn̩tˌzɔnə,3
Abendstern,m,Abend·stern,ˈaːbn̩tˌʃtɛʁn,2
Abendstunde,f,Abend·stun·de,ˈaːbəntˌʃtʊndə,3
Abendstück,n,Abend·stück,ˈaːbn̩tˌʃtʏk,2
Abendtafel,f,Abend·ta·fel,ˈaːbn̩tˌtaːfl̩,3
Abendthermik,f,Abend·ther·mik,ˈaːbn̩tˌtɛʁmɪk,3
Abendunterhaltung,f,Abend·un·ter·hal·tung,ˈaːbn̩tʔʊntɐˌhaltʊŋ,5
Abendunterricht,m,Abend·un·ter·richt,ˈaːbn̩tˌʔʊntɐʁɪçt,4
Abendveranstaltung,f,Abend·ver·an·stal·tung,ˈaːbn̩tfɛɐ̯ˌʔanʃtaltʊŋ,5
Abendverkehr,m,Abend·ver·kehr,ˈaːbn̩tfɛɐ̯ˌkeːɐ̯,3
Abendvorstellung,f,Abend·vor·stel·lung,ˈaːbn̩tˌfoːɐ̯ʃtɛlʊŋ,4
Abendweite,f,Abend·wei·te,ˈaːbəntˌvaɪ̯tə,3
Abendzeit,f,Abend·zeit,ˈaːbəntˌt͡saɪ̯t,2
Abendzeitung,f,Abend·zei·tung,ˈaːbn̩tˌt͡saɪ̯tʊŋ,3
Abendzug,m,Abend·zug,ˈaːbn̩tˌt͡suːk,2
Abenteuer,n,Aben·teu·er,ˈaːbn̩tɔɪ̯ɐ,3
Abenteuerbuch,n,Aben·teu·er·buch,ˈaːbn̩tɔɪ̯ɐˌbuːx,4
Abenteuerfilm,m,Aben·teu·er·film,ˈaːbn̩tɔɪ̯ɐˌfɪlm,4
Abenteuergeschichte,f,Aben·teu·er·ge·schich·te,ˈaːbənˌtɔɪ̯ɐɡəˌʃɪçtə,6
Abenteuerin,f,Aben·teu·e·rin,ˈaːbənˌtɔɪ̯əʁɪn,4
Abenteuerkomödie,f,Aben·teu·er·ko·mö·die,ˈaːbn̩tɔɪ̯ɐkoˌmøːdi̯ə,6
Abenteuerliteratur,f,Aben·teu·er·li·te·ra·tur,ˈaːbn̩tɔɪ̯ɐlɪtəʁaˌtuːɐ̯,7
Abenteuerlust,f,Aben·teu·er·lust,ˈaːbn̩tɔɪ̯ɐˌlʊst,4
Abenteuerreise,f,Aben·teu·er·rei·se,ˈaːbn̩tɔɪ̯ɐˌʁaɪ̯zə,5
Abenteuerroman,m,Aben·teu·er·ro·man,ˈaːbn̩tɔɪ̯ɐʁoˌmaːn,5
Abenteuerspiel,n,Aben·teu·er·spiel,ˈaːbn̩tɔɪ̯ɐˌʃpiːl,4
Abenteuerspielplatz,m,Aben·teu·er·spiel·platz,ˈaːbn̩tɔɪ̯ɐˌʃpiːlplat͡s,5
Abenteuerurlaub,m,Aben·teu·er·ur·laub,ˈaːbn̩tɔɪ̯ɐˌʔuːɐ̯laʊ̯p,5
Abenteurer,m,Aben·teu·rer,ˈaːbn̩tɔɪ̯ʁɐ,3
Abenteurerin,f,Aben·teu·re·rin,ˈaːbn̩tɔɪ̯ʁəʁɪn,4
Aber,n,Aber,ˈaːbɐ,1
Aberchen,n,Aber·chen,,2
Aberdeenrind,n,Aber·deen·rind,ɛbɐˈdiːnˌʁɪnt,3
Aberdepot,n,Aber·de·pot,,3
Aberglaube,m,Aber·glau·be,ˈaːbɐˌɡlaʊ̯bə,3
Aberglauben,m,Aber·glau·ben,ˈaːbɐˌɡlaʊ̯bən,3
Aberkennung,f,Ab·er·ken·nung,ˈapʔɛɐ̯ˌkɛnʊŋ,4
Abermillionen,,Aber·mil·li·o·nen,ˈabɐmɪˌli̯oːnən,5
Aberratio,f,Ab·er·ra·tio,apʔɛˈʁaːt͡si̯o,4
Aberratio testis,f,Ab·er·ra·tio,apɛˈʁaːtsjo,4
Aberration,f,Ab·er·ra·ti·on,apˌʔɛʁaˈt͡si̯oːn,5
Aberrationskonstante,f,Aber·ra·ti·ons·kon·s·tan·te,apʔɛʁaˈt͡si̯oːnskɔnˌstantə,8
Aberrationszeit,f,Ab·er·ra·ti·ons·zeit,apʔɛʁaˈt͡si̯oːnsˌt͡saɪ̯t,6
Aberraute,f,Aber·rau·te,ˈaːbɐˌʁaʊ̯tə,3
Aberrometer,n,Ab·er·ro·me·ter,ˌapʔɛʁoˈmeːtɐ,5
Aberwitz,m,Aber·witz,ˈaːbɐˌvɪt͡s,2
Abessinien,fn,Abes·si·ni·en,abɛˈsiːni̯ən,4
Abessinier,m,Abes·si·ni·er,abɛˈsiːni̯ɐ,4
Abessinierbrunnen,m,Abes·si·ni·er·brun·nen,abɛˈsiːni̯ɐˌbʁʊnən,6
Abessinierin,f,Abes·si·nie·rin,abɛˈsiːni̯əʁɪn,4
Abessinierkatze,f,Abes·si·nier·kat·ze,abɛˈsiːni̯ɐˌkat͡sə,5
Abessiv,m,Ab·es·siv,ˈabʔɛˌsiːf,3
Abfahrer,m,Ab·fah·rer,ˈapˌfaːʁɐ,3
Abfahrerin,f,Ab·fah·re·rin,ˈapˌfaːʁəʁɪn,4
Abfahrt,f,Ab·fahrt,ˈapˌfaːɐ̯t,2
Abfahrtgleis,n,Ab·fahrt·gleis,ˈapfaːɐ̯tˌɡlaɪ̯s,3
Abfahrtsdatum,n,Ab·fahrts·da·tum,ˈapfaːɐ̯t͡sˌdaːtʊm,4
Abfahrtsgleis,n,Ab·fahrts·gleis,ˈapfaːɐ̯t͡sˌɡlaɪ̯s,3
Abfahrtshang,m,Ab·fahrts·hang,ˈapfaːɐ̯t͡sˌhaŋ,3
Abfahrtslauf,m,Ab·fahrts·lauf,ˈapfaːɐ̯t͡sˌlaʊ̯f,3
Abfahrtsläufer,m,Ab·fahrts·läu·fer,ˈapfaːɐ̯t͡sˌlɔɪ̯fɐ,4
Abfahrtsläuferin,f,Ab·fahrts·läu·fe·rin,ˈapfaːɐ̯t͡sˌlɔɪ̯fəʁɪn,5
Abfahrtspiste,f,Ab·fahrts·pis·te,ˈapfaːɐ̯t͡sˌpɪstə,4
Abfahrtsplan,m,Ab·fahrts·plan,ˈapfaːɐ̯t͡sˌplaːn,3
Abfahrtssieg,m,Ab·fahrts·sieg,ˈapfaːɐ̯t͡sˌziːk,3
Abfahrtssieger,m,Ab·fahrts·sie·ger,ˈapfaːɐ̯t͡sˌziːɡɐ,4
Abfahrtssiegerin,f,Ab·fahrts·sie·ge·rin,ˈapfaːɐ̯t͡sˌziːɡəʁɪn,5
Abfahrtsski,m,Ab·fahrts·ski,ˈapfaːɐ̯t͡sˌʃiː,3
Abfahrtstafel,f,Ab·fahrts·ta·fel,ˈapˌfaːɐ̯t͡sˌtaːfl̩,4
Abfahrtsweltmeister,m,Ab·fahrts·welt·meis·ter,ˈapfaːɐ̯t͡sˌvɛltmaɪ̯stɐ,5
Abfahrtsweltmeisterin,f,Ab·fahrts·welt·meis·te·rin,ˈapfaːɐ̯t͡sˌvɛltmaɪ̯stəʁɪn,6
Abfahrtszeit,f,Ab·fahrts·zeit,ˈapfaːɐ̯t͡sˌt͡saɪ̯t,3
Abfall,m,Ab·fall,ˈapˌfal,2
Abfallart,f,Ab·fall·art,ˈapfalˌʔaːɐ̯t,3
Abfallbeauftragter,m,Ab·fall·be·auf·trag·ter,ˈapfalbəˌʔaʊ̯ftʁaːktɐ,6
Abfallbehälter,m,Ab·fall·be·häl·ter,ˈapfalbəˌhɛltɐ,5
Abfalleimer,m,Ab·fall·ei·mer,ˈapfalˌʔaɪ̯mɐ,4
Abfallentsorgung,f,Ab·fall·ent·sor·gung,ˈapˌfalʔɛntˌzɔʁɡʊŋ,5
Abfallexport,m,Ab·fall·ex·port,ˈapfalʔɛksˌpɔʁt,4
Abfallgeruch,m,Ab·fall·ge·ruch,ˈapfalɡəˌʁʊx,4
Abfallkatalog,m,Ab·fall·ka·ta·log,ˈapfalkataˌloːk,5
Abfallmenge,f,Ab·fall·men·ge,ˈapfalˌmɛŋə,4
Abfallprodukt,n,Ab·fall·pro·dukt,ˈapfalpʁoˌdʊkt,4
Abfallraum,m,Ab·fall·raum,ˈapfalˌʁaʊ̯m,3
Abfallsortieranlage,f,Ab·fall·sor·tier·an·la·ge,ˈapfalzɔʁˌtiːɐ̯ʔanlaːɡə,7
Abfallsortierung,f,Ab·fall·sor·tie·rung,ˈapfalzɔʁˌtiːʁʊŋ,5
Abfalltransport,m,Ab·fall·trans·port,ˈapfaltʁansˌpɔʁt,4
Abfallverbrennung,f,Ab·fall·ver·bren·nung,ˈapfalfɛɐ̯ˌbʁɛnʊŋ,5
Abfallverbringung,f,Ab·fall·ver·brin·gung,ˈapfalfɛɐ̯ˌbʁɪŋʊŋ,5
Abfallverzeichnis,n,Ab·fall·ver·zeich·nis,ˈapfalfɛɐ̯ˌt͡saɪ̯çnɪs,5
Abfallwirtschaft,f,Ab·fall·wirt·schaft,ˈapfalˌvɪʁtʃaft,4
Abfallwirtschaftsbetrieb,m,Ab·fall·wirt·schafts·be·trieb,ˈapfalvɪʁtʃaft͡sbəˌtʁiːp,6
Abfangbahn,f,Ab·fang·bahn,ˈapfaŋˌbaːn,3
Abfangen,n,Ab·fan·gen,ˈapˌfaŋən,3
Abfangjäger,m,Ab·fang·jä·ger,ˈapfaŋˌjɛːɡɐ,4
Abfangsatellit,m,Ab·fang·sa·tel·lit,ˈapfaŋzatɛˌliːt,5
Abfasung,f,Ab·fa·sung,ˈapˌfaːzʊŋ,3
Abfederung,f,Ab·fe·de·rung,ˈapˌfeːdəʁʊŋ,4
Abfertigung,f,Ab·fer·ti·gung,ˈapˌfɛʁtɪɡʊŋ,4
Abfertigungsbaracke,f,Ab·fer·ti·gungs·ba·ra·cke,ˈapfɛʁtɪɡʊŋsbaˌʁakə,7
Abfertigungsbeamter,m,Ab·fer·ti·gungs·be·am·ter,ˈapfɛʁtɪɡʊŋsbəˌʔamtɐ,7
Abfett,n,Ab·fett,ˈapˌfɛt,2
Abfiltrieren,n,Ab·fil·trie·ren,ˈapfɪlˌtʁiːʁən,4
Abfindung,f,Ab·fin·dung,ˈapˌfɪndʊŋ,3
Abflug,m,Ab·flug,ˈapˌfluːk,2
Abflughafen,m,Ab·flug·ha·fen,ˈapfluːkˌhaːfn̩,4
Abflugtag,m,Ab·flug·tag,ˈapfluːkˌtaːk,3
Abflugzeit,f,Ab·flug·zeit,ˈapfluːkˌt͡saɪ̯t,3
Abfluss,m,Ab·fluss,ˈapˌflʊs,2
Abflussrinne,f,Ab·fluss·rin·ne,ˈapflʊsˌʁɪnə,4
Abflussrohr,n,Ab·fluss·rohr,ˈapflʊsˌʁoːɐ̯,3
Abfolge,f,Ab·fol·ge,ˈapˌfɔlɡə,3
Abfrage,f,Ab·fra·ge,ˈapˌfʁaːɡə,3
Abfragesprache,f,Ab·fra·ge·spra·che,ˈapfʁaːɡəˌʃpʁaːxə,5
Abfressen,n,Ab·fres·sen,ˈapˌfʁɛsn̩,3
Abfuhr,f,Ab·fuhr,ˈapˌfuːɐ̯,2
Abführmittel,n,Ab·führ·mit·tel,ˈapfyːɐ̯ˌmɪtl̩,4
Abführungszeichen,n,Ab·füh·rungs·zei·chen,ˈapfyːʁʊŋsˌt͡saɪ̯çn̩,5
Abfüllerangabe,f,Ab·fül·ler·an·ga·be,ˈapfʏlɐˌʔanɡaːbə,6
Abgabe,f,Ab·ga·be,ˈapˌɡaːbə,3
Abgabefrist,f,Ab·ga·be·frist,ˈapɡaːbəˌfʁɪst,4
Abgabestelle,f,Ab·ga·be·stel·le,ˈapɡaːbəˌʃtɛlə,5
Abgabetermin,m,Ab·ga·be·ter·min,ˈapɡaːbətɛʁˌmiːn,5
Abgabezug,m,Ab·ga·be·zug,ˈapɡaːbəˌt͡suːk,4
Abgang,m,Ab·gang,ˈapˌɡaŋ,2
Abgangszeugnis,n,Ab·gangs·zeug·nis,ˈapɡaŋsˌt͡sɔɪ̯knɪs,4
Abgas,n,Ab·gas,ˈapˌɡaːs,2
Abgasanalysator,m,Ab·gas·ana·ly·sa·tor,ˈapɡaːsʔanalyˌzaːtoːɐ̯,6
Abgasemission,f,Ab·gas·emis·si·on,ˈapɡaːsʔemɪˌsi̯oːn,5
Abgasimmission,f,Ab·gas·im·mis·si·on,ˈapɡaːsʔɪmɪˌsi̯oːn,6
Abgasmanipulation,f,Ab·gas·ma·ni·pu·la·ti·on,ˈapɡaːsmanipulaˌt͡si̯oːn,8
Abgasnorm,f,Ab·gas·norm,ˈapɡaːsˌnɔʁm,3
Abgasreinigung,f,Ab·gas·rei·ni·gung,ˈapɡaːsˌʁaɪ̯nɪɡʊŋ,5
Abgassystem,n,Ab·gas·sys·tem,ˈapɡaːszʏsˌteːm,4
Abgastest,m,Ab·gas·test,ˈapɡaːsˌtɛst,3
Abgeber,m,Ab·ge·ber,ˈapˌɡeːbɐ,3
Abgeklärtheit,f,Ab·ge·klärt·heit,ˈapɡəˌklɛːɐ̯thaɪ̯t,4
Abgelebtheit,f,Ab·ge·lebt·heit,ˈapɡəˌleːpthaɪ̯t,4
Abgeltungssteuer,f,Ab·gel·tungs·steu·er,ˈapɡɛltʊŋsˌʃtɔɪ̯ɐ,5
Abgeltungsteuer,f,Ab·gel·tung·steu·er,ˈapɡɛltʊŋˌʃtɔɪ̯ɐ,5
Abgeordnete,f,Ab·ge·ord·ne·te,ˈapɡəˌʔɔʁdnətə,5
Abgeordnetenbestechung,f,Ab·ge·ord·ne·ten·be·ste·chung,ˈapɡəʔɔʁdnətn̩bəˌʃtɛçʊŋ,8
Abgeordnetenhaus,n,Ab·ge·ord·ne·ten·haus,ˈapɡəʔɔʁdnətn̩ˌhaʊ̯s,6
Abgeordneter,m,Ab·ge·ord·ne·ter,ˈapɡəˌʔɔʁdnətɐ,5
Abgereche,n,Ab·ge·re·che,ˈapɡəˌʁɛçə,4
Abgesang,m,Ab·ge·sang,ˈapɡəˌzaŋ,3
Abgeschiedener,m,Ab·ge·schie·de·ner,ˈapɡəˌʃiːdənɐ,5
Abglanz,m,Ab·glanz,ˈapˌɡlant͡s,2
Abglitt,m,Ab·glitt,ˈapˌɡlɪt,2
Abgott,m,Ab·gott,ˈapˌɡɔt,2
Abgottschlange,f,Ab·gott·schlan·ge,ˈapɡɔtˌʃlaŋə,4
Abgrabung,f,Ab·gra·bung,ˈapˌɡʁaːbʊŋ,3
Abgrenzung,f,Ab·gren·zung,ˈapˌɡʁɛnt͡sʊŋ,3
Abgrenzungsversuch,m,Ab·gren·zungs·ver·such,ˈapɡʁɛnt͡sʊŋsfɛɐ̯ˌzuːx,5
Abgrund,m,Ab·grund,ˈapˌɡʁʊnt,2
Abgrusung,f,Ab·gru·sung,ˈapˌɡʁuːzʊŋ,3
Abgunst,f,Ab·gunst,ˈapˌɡʊnst,2
Abguss,m,Ab·guss,ˈapɡʊs,2
Abgängigkeitsanzeige,f,Ab·gän·gig·keits·an·zei·ge,ˈapɡɛŋɪçkaɪ̯t͡sˌʔant͡saɪ̯ɡə,7
Abgängsel,n,Ab·gäng·sel,ˈapˌɡɛŋsl̩,3
Abgötterei,f,Ab·göt·te·rei,apɡœtəˈʁaɪ̯,4
Abhandlung,f,Ab·hand·lung,ˈapˌhandlʊŋ,3
Abhang,m,Ab·hang,ˈapˌhaŋ,2
Abhebung,f,Ab·he·bung,ˈapˌheːbʊŋ,3
Abhilfe,f,Ab·hil·fe,ˈaphɪlfə,3
Abholfach,n,Ab·hol·fach,ˈaphoːlˌfax,3
Abholzung,f,Ab·hol·zung,ˈapˌhɔlt͡sʊŋ,3
Abhängigkeit,f,Ab·hän·gig·keit,ˈapˌhɛŋɪçkaɪ̯t,4
Abhängigkeitsgrammatik,f,Ab·hän·gig·keits·gram·ma·tik,ˈaphɛŋɪçkaɪ̯t͡sɡʁaˌmatɪk,7
Abhärtung,f,Ab·här·tung,ˈapˌhɛʁtʊŋ,3
Abhöraffäre,f,Ab·hör·af·fä·re,ˈaphøːɐ̯ʔaˌfɛːʁə,5
Abhöraktion,f,Ab·hör·ak·ti·on,ˈaphøːɐ̯ʔakˌt͡si̯oːn,5
Abhörmaßnahme,f,Ab·hör·maß·nah·me,ˈaphøːɐ̯ˌmaːsnaːmə,5
Abhörskandal,m,Ab·hör·skan·dal,ˈaphøːɐ̯skanˌdaːl,4
Abi,n,Abi,ˈabi,1
Abiball,m,Abi·ball,ˈabiˌbal,2
"Abieta-7,14-dien-19-carbonsäure",f,Abi·e·ta-,,4
Abietinsäure,f,Abi·e·tin·säu·re,abi̯eˈtiːnˌzɔɪ̯ʁə,5
Abiogenese,f,Abio·ge·ne·se,abi̯oɡeˈneːzə,4
Abiogenesis,f,Abio·ge·ne·sis,abi̯oˈɡeːnezɪs,4
Abiologie,f,Abio·lo·gie,ˌabi̯oloˈɡiː,3
Abiose,f,Abi·o·se,ˌaˈbi̯oːzə,3
Abiosis,f,Abio·sis,ˌaˈbi̯oːzɪs,2
Abiotrophie,f,Abio·tro·phie,ˌabi̯otʁoˈfiː,3
Abireise,f,Abi·rei·se,ˈabiˌʁaɪ̯zə,3
Abisolierzange,f,Ab·iso·lier·zan·ge,ˈapʔizoliːɐ̯ˌt͡saŋə,5
Abistress,m,Abi·stress,ˈabiˌʃtʁɛs,2
Abitur,n,Ab·i·tur,ˌabiˈtuːɐ̯,3
Abiturient,m,Abi·tu·ri·ent,abituˈʁi̯ɛnt,4
Abiturientia,f,Abi·tu·ri·en·tia,abituˈʁi̯ɛnt͡si̯a,5
Abiturientin,f,Ab·i·tu·ri·en·tin,abituˈʁi̯ɛntɪn,6
Abiturium,n,Ab·i·tu·ri·um,abiˈtuːʁiʊm,5
Abiturzeugnis,n,Ab·i·tur·zeug·nis,abiˈtuːɐ̯ˌt͡sɔɪ̯ɡnɪs,5
Abjudikation,f,Ab·ju·di·ka·ti·on,ˌapjudikaˈt͡si̯oːn,6
Abjuration,f,Ab·ju·ra·ti·on,apjuʁaˈt͡si̯oːn,5
Abkehr,f,Ab·kehr,ˈapkeːɐ̯,2
Abkehrschein,m,Ab·kehr·schein,ˈapkeːɐ̯ˌʃaɪ̯n,3
Abklatsch,m,Ab·klatsch,ˈapˌklatʃ,2
Abklingbecken,n,Ab·kling·be·cken,ˈapklɪŋˌbɛkŋ̍,4
Abkomme,m,Ab·kom·me,ˈapkɔmə,3
Abkommen,n,Ab·kom·men,ˈapˌkɔmən,3
Abkunft,f,Ab·kunft,ˈapkʊnft,2
Abkömmling,m,Ab·kömm·ling,ˈapˌkœmlɪŋ,3
Abkühlung,f,Ab·küh·lung,ˈapˌkyːlʊŋ,3
Abkühlungsprozess,m,Ab·küh·lungs·pro·zess,ˈapkyːlʊŋspʁoˌt͡sɛs,5
Abkündigung,f,Ab·kün·di·gung,ˈapˌkʏndiɡʊŋ,4
Abkürzung,f,Ab·kür·zung,ˈapˌkʏʁt͡sʊŋ,3
Abkürzungsfimmel,m,Ab·kür·zungs·fim·mel,ˈapkʏʁt͡sʊŋsˌfɪml̩,5
Abkürzungssprache,f,Ab·kür·zungs·spra·che,ˈapkʏʁt͡sʊŋsˌʃpʁaːxə,5
Abkürzungsverzeichnis,n,Ab·kür·zungs·ver·zeich·nis,ˈapkʏʁt͡sʊŋsfɛɐ̯ˌt͡saɪ̯çnɪs,6
Abkürzungswörterbuch,n,Ab·kür·zungs·wör·ter·buch,ˈapkʏʁt͡sʊŋsˌvœʁtɐbuːx,6
Ablad,m,Ab·lad,,2
Ablage,f,Ab·la·ge,ˈapˌlaːɡə,3
Ablagerung,f,Ab·la·ge·rung,ˈapˌlaːɡəʁʊŋ,4
Ablaktation,f,Ab·lak·ta·ti·on,aplaktaˈt͡si̯oːn,5
Ablass,m,Ab·lass,ˈapˌlas,2
Ablassbrief,m,Ab·lass·brief,ˈaplasˌbʁiːf,3
Ablassen,n,Ab·las·sen,ˈaplasn̩,3
Ablasshandel,m,Ab·lass·han·del,ˈaplasˌhandl̩,4
Ablatio placentae,f,Ab·la·tio,apˌlaːt͡si̯o,3
Ablatio retinae,f,Ab·la·tio,,3
Ablation,f,Ab·la·ti·on,ˌaplaˈt͡si̯oːn,4
Ablationskühlung,f,Ab·la·ti·ons·küh·lung,aplaˈt͡si̯oːnsˌkyːlʊŋ,6
Ablativ,m,Ab·la·tiv,ˈablaˌtiːf,3
Ablativus absolutus,m,Ab·la·ti·vus,ˌablatiːvʊs,4
Ablauf,m,Ab·lauf,ˈaplaʊ̯f,2
Ablaufberg,m,Ab·lauf·berg,ˈaplaʊ̯fˌbɛʁk,3
Ablauforganisation,f,Ab·lauf·or·ga·ni·sa·ti·on,ˈaplaʊ̯fˌʔɔʁɡanizaˌt͡si̯oːn,8
Ablaufzeit,f,Ab·lauf·zeit,ˈaplaʊ̯fˌt͡saɪ̯t,3
